Time;temperature;air_rh
19/03/2022 21:16;19,48;42,11
19/03/2022 21:18;19,43;42,11
19/03/2022 21:20;19,39;42,2
19/03/2022 21:22;19,35;42,26
19/03/2022 21:24;19,32;42,31
19/03/2022 21:26;19,3;42,38
19/03/2022 21:28;19,27;42,36
19/03/2022 21:30;19,26;42,43
19/03/2022 21:32;19,22;42,53
19/03/2022 21:34;19,21;42,56
19/03/2022 21:36;19,2;42,62
19/03/2022 21:38;19,18;42,62
19/03/2022 21:40;19,18;42,66
19/03/2022 21:42;19,16;42,65
19/03/2022 21:44;19,16;42,64
19/03/2022 21:46;19,14;42,64
19/03/2022 21:48;19,14;42,65
19/03/2022 21:50;19,13;42,74
19/03/2022 21:52;19,11;42,69
19/03/2022 21:54;19,11;42,74
19/03/2022 21:56;19,1;42,71
19/03/2022 21:58;19,1;42,68
19/03/2022 22:00;19,08;42,76
19/03/2022 22:02;19,07;42,77
19/03/2022 22:04;19,07;42,75
19/03/2022 22:06;19,06;42,79
19/03/2022 22:08;19,06;42,77
19/03/2022 22:10;19,04;42,78
19/03/2022 22:12;19,03;42,83
19/03/2022 22:14;19,03;42,86
19/03/2022 22:16;19,03;42,85
19/03/2022 22:18;19,02;42,92
19/03/2022 22:20;19,01;42,95
19/03/2022 22:22;19;42,92
19/03/2022 22:24;19;42,93
19/03/2022 22:26;18,99;42,91
19/03/2022 22:28;18,99;42,92
19/03/2022 22:30;18,98;42,94
19/03/2022 22:32;18,98;42,92
19/03/2022 22:34;18,97;43,02
19/03/2022 22:36;18,97;42,92
19/03/2022 22:38;18,97;42,95
19/03/2022 22:40;18,96;42,96
19/03/2022 22:42;18,95;43,03
19/03/2022 22:44;18,95;43,02
19/03/2022 22:46;18,94;43,01
19/03/2022 22:48;18,94;43,05
19/03/2022 22:50;18,94;43,04
19/03/2022 22:52;18,93;43,12
19/03/2022 22:54;18,92;43,13
19/03/2022 22:56;18,92;43,14
19/03/2022 22:58;18,92;43,12
19/03/2022 23:00;18,9;43,15
19/03/2022 23:02;18,89;43,17
19/03/2022 23:04;18,9;43,14
19/03/2022 23:06;18,9;43,17
19/03/2022 23:08;18,89;43,19
19/03/2022 23:10;18,88;43,15
19/03/2022 23:12;18,89;43,16
19/03/2022 23:14;18,87;43,17
19/03/2022 23:16;18,88;43,13
19/03/2022 23:18;18,87;43,28
19/03/2022 23:20;18,88;43,26
19/03/2022 23:22;18,86;43,23
19/03/2022 23:24;18,87;43,27
19/03/2022 23:26;18,86;43,28
19/03/2022 23:28;18,85;43,33
19/03/2022 23:30;18,85;43,3
19/03/2022 23:32;18,85;43,33
19/03/2022 23:34;18,85;43,36
19/03/2022 23:36;18,84;43,38
19/03/2022 23:38;18,84;43,36
19/03/2022 23:40;18,83;43,31
19/03/2022 23:42;18,83;43,36
19/03/2022 23:44;18,83;43,28
19/03/2022 23:46;18,83;43,35
19/03/2022 23:48;18,83;43,34
19/03/2022 23:50;18,82;43,36
19/03/2022 23:52;18,81;43,37
19/03/2022 23:54;18,81;43,39
19/03/2022 23:56;18,81;43,39
19/03/2022 23:58;18,81;43,44
20/03/2022 00:00;18,8;43,36
20/03/2022 00:02;18,8;43,38
20/03/2022 00:04;18,8;43,37
20/03/2022 00:06;18,79;43,43
20/03/2022 00:08;18,79;43,46
20/03/2022 00:10;18,79;43,38
20/03/2022 00:12;18,78;43,44
20/03/2022 00:14;18,78;43,49
20/03/2022 00:16;18,78;43,44
20/03/2022 00:18;18,78;43,51
20/03/2022 00:20;18,77;43,41
20/03/2022 00:22;18,77;43,51
20/03/2022 00:24;18,77;43,5
20/03/2022 00:26;18,76;43,45
20/03/2022 00:28;18,76;43,49
20/03/2022 00:30;18,77;43,52
20/03/2022 00:32;18,77;43,57
20/03/2022 00:34;18,76;43,61
20/03/2022 00:36;18,76;43,48
20/03/2022 00:38;18,76;43,52
20/03/2022 00:40;18,75;43,54
20/03/2022 00:42;18,76;43,48
20/03/2022 00:44;18,75;43,56
20/03/2022 00:46;18,75;43,58
20/03/2022 00:48;18,75;43,51
20/03/2022 00:50;18,75;43,55
20/03/2022 00:52;18,74;43,58
20/03/2022 00:54;18,74;43,57
20/03/2022 00:56;18,74;43,61
20/03/2022 00:58;18,73;43,53
20/03/2022 01:00;18,72;43,63
20/03/2022 01:02;18,73;43,69
20/03/2022 01:04;18,73;43,61
20/03/2022 01:06;18,73;43,62
20/03/2022 01:08;18,72;43,5
20/03/2022 01:10;18,72;43,65
20/03/2022 01:12;18,72;43,7
20/03/2022 01:14;18,72;43,65
20/03/2022 01:16;18,72;43,62
20/03/2022 01:18;18,72;43,59
20/03/2022 01:20;18,71;43,65
20/03/2022 01:22;18,72;43,56
20/03/2022 01:24;18,7;43,77
20/03/2022 01:26;18,71;43,66
20/03/2022 01:28;18,7;43,65
20/03/2022 01:30;18,7;43,56
20/03/2022 01:32;18,7;43,68
20/03/2022 01:34;18,69;43,65
20/03/2022 01:36;18,69;43,66
20/03/2022 01:38;18,69;43,63
20/03/2022 01:40;18,69;43,65
20/03/2022 01:42;18,69;43,74
20/03/2022 01:44;18,68;43,68
20/03/2022 01:46;18,69;43,76
20/03/2022 01:48;18,69;43,63
20/03/2022 01:50;18,68;43,69
20/03/2022 01:52;18,67;43,73
20/03/2022 01:54;18,67;43,7
20/03/2022 01:56;18,67;43,71
20/03/2022 01:58;18,67;43,71
20/03/2022 02:00;18,68;43,78
20/03/2022 02:02;18,67;43,77
20/03/2022 02:04;18,67;43,72
20/03/2022 02:06;18,67;43,79
20/03/2022 02:08;18,66;43,72
20/03/2022 02:10;18,66;43,74
20/03/2022 02:12;18,65;43,73
20/03/2022 02:14;18,66;43,83
20/03/2022 02:16;18,66;43,76
20/03/2022 02:18;18,65;43,82
20/03/2022 02:20;18,66;43,78
20/03/2022 02:22;18,65;43,7
20/03/2022 02:24;18,66;43,82
20/03/2022 02:26;18,65;43,78
20/03/2022 02:28;18,65;43,89
20/03/2022 02:30;18,65;43,81
20/03/2022 02:32;18,63;43,84
20/03/2022 02:34;18,65;43,78
20/03/2022 02:36;18,64;43,78
20/03/2022 02:38;18,64;43,83
20/03/2022 02:40;18,64;43,81
20/03/2022 02:42;18,64;43,82
20/03/2022 02:44;18,64;43,8
20/03/2022 02:46;18,64;43,89
20/03/2022 02:48;18,64;43,81
20/03/2022 02:50;18,63;43,79
20/03/2022 02:52;18,64;43,85
20/03/2022 02:54;18,63;43,84
20/03/2022 02:56;18,63;43,88
20/03/2022 02:58;18,62;43,84
20/03/2022 03:00;18,63;43,93
20/03/2022 03:02;18,63;43,8
20/03/2022 03:04;18,62;43,82
20/03/2022 03:06;18,62;43,91
20/03/2022 03:08;18,62;43,89
20/03/2022 03:10;18,62;43,86
20/03/2022 03:12;18,62;43,83
20/03/2022 03:14;18,61;43,96
20/03/2022 03:16;18,61;43,88
20/03/2022 03:18;18,61;43,96
20/03/2022 03:20;18,62;43,87
20/03/2022 03:22;18,61;43,92
20/03/2022 03:24;18,61;43,85
20/03/2022 03:26;18,61;43,9
20/03/2022 03:28;18,6;43,98
20/03/2022 03:30;18,61;43,91
